Profile,Census_Year,Category,Sub_Category,Sub_Order,Value
Thailand (country of birth),2016,Housing tenure,Owned with a mortgage,2,113
Thailand (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,9
Thailand (country of birth),2016,Housing tenure,Rented,4,1285
Thailand (country of birth),2016,Housing tenure,Being occupied rent-free,5,24
Thailand (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,18
Thailand (country of birth),2016,Housing tenure,Other tenure type,7,6
Thailand (country of birth),2016,Housing tenure,Not stated,8,119
Thailand (country of birth),2016,Housing tenure,Not applicable,9,89
Other countries (country of birth),2016,Age,0-4 years,1,207
Other countries (country of birth),2016,Age,5-14 years,2,333
Other countries (country of birth),2016,Age,15-19 years,3,931
Other countries (country of birth),2016,Age,20-24 years,4,3409
Other countries (country of birth),2016,Age,25-29 years,5,4751
Other countries (country of birth),2016,Age,30-34 years,6,4009
Other countries (country of birth),2016,Age,35-39 years,7,2047
Other countries (country of birth),2016,Age,40-44 years,8,1225
Other countries (country of birth),2016,Age,45-49 years,9,813
Other countries (country of birth),2016,Age,50-54 years,10,761
Other countries (country of birth),2016,Age,55-59 years,11,578
Other countries (country of birth),2016,Age,60-64 years,12,555
Other countries (country of birth),2016,Age,65+ years,13,1727
Other countries (country of birth),2016,Proficiency in English,Speaks English only,1,6136
Other countries (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,8248
Other countries (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,5056
Other countries (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,1706
Other countries (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,201
Other countries (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,57
Other countries (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,67
Other countries (country of birth),2016,Educational institution attendance,Preschool,1,18
Other countries (country of birth),2016,Educational institution attendance,Infants/Primary,2,206
Other countries (country of birth),2016,Educational institution attendance,Secondary,3,239
Other countries (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,1185
Other countries (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,4433
Other countries (country of birth),2016,Educational institution attendance,Other,6,1194
Other countries (country of birth),2016,Educational institution attendance,Not stated,7,399
Other countries (country of birth),2016,Educational institution attendance,Not applicable,8,13661
Other countries (country of birth),2016,Level of education,Postgraduate Degree Level,1,3408
Other countries (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,439
Other countries (country of birth),2016,Level of education,Bachelor Degree Level,3,6926
Other countries (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,1804
Other countries (country of birth),2016,Level of education,Certificate Level,5,1388
Other countries (country of birth),2016,Level of education,Level of education inadequately described,6,269
Other countries (country of birth),2016,Level of education,Level of education not stated,7,645
Other countries (country of birth),2016,Level of education,Not applicable,8,6559
Other countries (country of birth),2016,Religious affiliation,Buddhism,4,1263
Other countries (country of birth),2016,Religious affiliation,Christianity,1,8111
Other countries (country of birth),2016,Religious affiliation,Hinduism,5,365
Other countries (country of birth),2016,Religious affiliation,Islam,3,2758
Other countries (country of birth),2016,Religious affiliation,Judaism,6,187
Other countries (country of birth),2016,Religious affiliation,Other Religions,7,115
Other countries (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,2,7597
Other countries (country of birth),2016,Religious affiliation,Inadequately described,8,70
Other countries (country of birth),2016,Religious affiliation,Not stated,9,991
Other countries (country of birth),2016,Year of arrival,Before 2000,1,5481
Other countries (country of birth),2016,Year of arrival,2000-2005,2,1643
Other countries (country of birth),2016,Year of arrival,2006-2010,3,2533
Other countries (country of birth),2016,Year of arrival,2011-2015,4,8355
Other countries (country of birth),2016,Year of arrival,Arrived 2016,5,2249
Other countries (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,618
Other countries (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,20613
Other countries (country of birth),2016,Need for assistance with core activities,Not stated,3,345
Other countries (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,19417
Other countries (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,1072
Other countries (country of birth),2016,Providing paid assistance,Not stated,3,501
Other countries (country of birth),2016,Providing paid assistance,Not applicable,4,554
Other countries (country of birth),2016,Providing child care,Did not provide child care,1,17946
Other countries (country of birth),2016,Providing child care,Provided child care,2,2615
Other countries (country of birth),2016,Providing child care,Not stated,3,410
Other countries (country of birth),2016,Providing child care,Not applicable,4,554
Other countries (country of birth),2016,Labour force status - detailed,"Employed, worked full-time",1,7535
Other countries (country of birth),2016,Labour force status - detailed,"Employed, worked part-time",2,4447
Other countries (country of birth),2016,Labour force status - detailed,"Employed, away from work",3,533
Other countries (country of birth),2016,Labour force status - detailed,"Unemployed, looking for full-time work",4,623
Other countries (country of birth),2016,Labour force status - detailed,"Unemployed, looking for part-time work",5,926
Other countries (country of birth),2016,Labour force status - detailed,Not in the labour force,6,6653
Other countries (country of birth),2016,Labour force status - detailed,Not stated,7,134
Other countries (country of birth),2016,Labour force status - detailed,Not applicable,8,554
Other countries (country of birth),2016,Labour force status - overview,Employed,1,12515
Other countries (country of birth),2016,Labour force status - overview,Unemployed,2,1549
Other countries (country of birth),2016,Labour force status - overview,Not in the labour force,3,6653
Other countries (country of birth),2016,Labour force status - overview,Not stated,4,134
Other countries (country of birth),2016,Labour force status - overview,Not applicable,5,554
Other countries (country of birth),2016,Occupation,Managers,3,1531
Other countries (country of birth),2016,Occupation,Professionals,1,4432
Other countries (country of birth),2016,Occupation,Technicians and Trades Workers,6,1052
Other countries (country of birth),2016,Occupation,Community and Personal Service Workers,2,1754
Other countries (country of birth),2016,Occupation,Clerical and Administrative Workers,5,1146
Other countries (country of birth),2016,Occupation,Sales Workers,7,715
Other countries (country of birth),2016,Occupation,Machinery Operators and Drivers,8,279
Other countries (country of birth),2016,Occupation,Labourers,4,1321
Other countries (country of birth),2016,Occupation,Inadequately described,9,97
Other countries (country of birth),2016,Occupation,Not stated,10,62
Other countries (country of birth),2016,Occupation,Not applicable,11,9028
Other countries (country of birth),2016,Personal weekly income - detailed,Negative income,1,169
Other countries (country of birth),2016,Personal weekly income - detailed,Nil income,2,2891
Other countries (country of birth),2016,Personal weekly income - detailed,$1 - $149,3,628
Other countries (country of birth),2016,Personal weekly income - detailed,$150 - $299,4,1435
Other countries (country of birth),2016,Personal weekly income - detailed,$300 - $399,5,1548
Other countries (country of birth),2016,Personal weekly income - detailed,$400 - $499,6,1810
Other countries (country of birth),2016,Personal weekly income - detailed,$500 - $649,7,1639
Other countries (country of birth),2016,Personal weekly income - detailed,$650 - $799,8,1522
Other countries (country of birth),2016,Personal weekly income - detailed,$800 - $999,9,1546
Other countries (country of birth),2016,Personal weekly income - detailed,"$1,000 - $1,249",10,1587
Other countries (country of birth),2016,Personal weekly income - detailed,"$1,250 - $1,499",11,1234
Other countries (country of birth),2016,Personal weekly income - detailed,"$1,500 - $1,749",12,1048
Other countries (country of birth),2016,Personal weekly income - detailed,"$1,750 - $1,999",13,745
Other countries (country of birth),2016,Personal weekly income - detailed,"$2,000 - $2,999",14,1328
Other countries (country of birth),2016,Personal weekly income - detailed,"$3,000 or more",15,940
Other countries (country of birth),2016,Personal weekly income - detailed,Not stated,16,474
Other countries (country of birth),2016,Personal weekly income - detailed,Not applicable,17,554
Other countries (country of birth),2016,Personal weekly income - overview,Less than $500 (Low),1,8481
Other countries (country of birth),2016,Personal weekly income - overview,"$500 - $1,749 (Moderate)",2,8576
Other countries (country of birth),2016,Personal weekly income - overview,"$1,750 or more (High)",3,3013
Other countries (country of birth),2016,Personal weekly income - overview,Not stated,4,474
Other countries (country of birth),2016,Personal weekly income - overview,Not applicable,5,554
Other countries (country of birth),2016,Household composition,One family household with only family members present,1,10001
Other countries (country of birth),2016,Household composition,One family household with non-family members present,2,1449
Other countries (country of birth),2016,Household composition,Two family household,3,102
Other countries (country of birth),2016,Household composition,Three or more family household,4,0
Other countries (country of birth),2016,Household composition,Lone person household,5,3739
Other countries (country of birth),2016,Household composition,Group household,6,4674
Other countries (country of birth),2016,Household composition,Visitors only,7,273
Other countries (country of birth),2016,Household composition,Other non-classifiable,8,4
Other countries (country of birth),2016,Household composition,Not applicable,9,2543
Other countries (country of birth),2016,Household composition,Family household,1,11552
Other countries (country of birth),2016,Household composition,Lone person household,2,3739
Other countries (country of birth),2016,Household composition,Group household,3,4674
Other countries (country of birth),2016,Household composition,Visitors only,4,273
Other countries (country of birth),2016,Household composition,Other non-classifiable,5,4
Other countries (country of birth),2016,Household composition,Not applicable,6,2543
Other countries (country of birth),2016,Housing type,Separate house,1,557
Not stated (country of birth),2016,Housing tenure,Owned outright,1,202
Other countries (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with one storey",2,758
Other countries (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with two or more storeys",3,1775
Other countries (country of birth),2016,Housing type,Flat or apartment in a one or two storey block,4,599
Other countries (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,1538
Other countries (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,14897
Other countries (country of birth),2016,Housing type,Flat or apartment attached to a house,7,0
Other countries (country of birth),2016,Housing type,Caravan,8,0
Other countries (country of birth),2016,Housing type,"Cabin, houseboat",9,0
Other countries (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,14
Other countries (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,19
Other countries (country of birth),2016,Housing type,Not stated,12,118
Other countries (country of birth),2016,Housing type,Not applicable,13,2543
Other countries (country of birth),2016,Housing tenure,Owned outright,1,1911
Other countries (country of birth),2016,Housing tenure,Owned with a mortgage,2,2077
Other countries (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,25
Other countries (country of birth),2016,Housing tenure,Rented,4,15263
Other countries (country of birth),2016,Housing tenure,Being occupied rent-free,5,180
Other countries (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,77
Other countries (country of birth),2016,Housing tenure,Other tenure type,7,48
Other countries (country of birth),2016,Housing tenure,Not stated,8,741
Other countries (country of birth),2016,Housing tenure,Not applicable,9,2543
Inadequately described (country of birth),2016,Age,0-4 years,1,0
Inadequately described (country of birth),2016,Age,5-14 years,2,0
Inadequately described (country of birth),2016,Age,15-19 years,3,5
Inadequately described (country of birth),2016,Age,20-24 years,4,17
Inadequately described (country of birth),2016,Age,25-29 years,5,34
Inadequately described (country of birth),2016,Age,30-34 years,6,26
Inadequately described (country of birth),2016,Age,35-39 years,7,9
Inadequately described (country of birth),2016,Age,40-44 years,8,6
Inadequately described (country of birth),2016,Age,45-49 years,9,0
Inadequately described (country of birth),2016,Age,50-54 years,10,3
Inadequately described (country of birth),2016,Age,55-59 years,11,6
Inadequately described (country of birth),2016,Age,60-64 years,12,4
Inadequately described (country of birth),2016,Age,65+ years,13,17
Inadequately described (country of birth),2016,Proficiency in English,Speaks English only,1,36
Inadequately described (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,61
Inadequately described (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,18
Inadequately described (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,13
Inadequately described (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,3
Inadequately described (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,0
Inadequately described (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,0
Inadequately described (country of birth),2016,Educational institution attendance,Preschool,1,0
Inadequately described (country of birth),2016,Educational institution attendance,Infants/Primary,2,0
Inadequately described (country of birth),2016,Educational institution attendance,Secondary,3,0
Inadequately described (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,0
Inadequately described (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,17
Inadequately described (country of birth),2016,Educational institution attendance,Other,6,11
Inadequately described (country of birth),2016,Educational institution attendance,Not stated,7,4
Inadequately described (country of birth),2016,Educational institution attendance,Not applicable,8,103
Inadequately described (country of birth),2016,Level of education,Postgraduate Degree Level,1,32
Inadequately described (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,3
Inadequately described (country of birth),2016,Level of education,Bachelor Degree Level,3,36
Inadequately described (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,16
Inadequately described (country of birth),2016,Level of education,Certificate Level,5,0
Inadequately described (country of birth),2016,Level of education,Level of education inadequately described,6,0
Inadequately described (country of birth),2016,Level of education,Level of education not stated,7,6
Inadequately described (country of birth),2016,Level of education,Not applicable,8,29
Inadequately described (country of birth),2016,Religious affiliation,Buddhism,1,0
Inadequately described (country of birth),2016,Religious affiliation,Christianity,2,24
Inadequately described (country of birth),2016,Religious affiliation,Hinduism,3,0
Inadequately described (country of birth),2016,Religious affiliation,Islam,4,6
Inadequately described (country of birth),2016,Religious affiliation,Judaism,5,14
Inadequately described (country of birth),2016,Religious affiliation,Other Religions,6,0
Inadequately described (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,7,72
Inadequately described (country of birth),2016,Religious affiliation,Inadequately described,8,6
Inadequately described (country of birth),2016,Religious affiliation,Not stated,9,12
Inadequately described (country of birth),2016,Year of arrival,Before 2000,1,50
Inadequately described (country of birth),2016,Year of arrival,2000-2005,2,13
Inadequately described (country of birth),2016,Year of arrival,2006-2010,3,17
Inadequately described (country of birth),2016,Year of arrival,2011-2015,4,43
Inadequately described (country of birth),2016,Year of arrival,Arrived 2016,5,10
Inadequately described (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,6
Inadequately described (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,120
Overseas visitors,2016,Occupation,Managers,1,0
Inadequately described (country of birth),2016,Need for assistance with core activities,Not stated,3,9
Inadequately described (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,118
Inadequately described (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,8
Inadequately described (country of birth),2016,Providing paid assistance,Not stated,3,4
Inadequately described (country of birth),2016,Providing paid assistance,Not applicable,4,0
Inadequately described (country of birth),2016,Providing child care,Did not provide child care,1,108
Inadequately described (country of birth),2016,Providing child care,Provided child care,2,13
Inadequately described (country of birth),2016,Providing child care,Not stated,3,3
Inadequately described (country of birth),2016,Providing child care,Not applicable,4,0
Inadequately described (country of birth),2016,Labour force status - detailed,"Employed, worked full-time",1,48
Inadequately described (country of birth),2016,Labour force status - detailed,"Employed, worked part-time",2,20
Inadequately described (country of birth),2016,Labour force status - detailed,"Employed, away from work",3,11
Inadequately described (country of birth),2016,Labour force status - detailed,"Unemployed, looking for full-time work",4,9
Inadequately described (country of birth),2016,Labour force status - detailed,"Unemployed, looking for part-time work",5,6
Inadequately described (country of birth),2016,Labour force status - detailed,Not in the labour force,6,40
Inadequately described (country of birth),2016,Labour force status - detailed,Not stated,7,4
Inadequately described (country of birth),2016,Labour force status - detailed,Not applicable,8,0
Inadequately described (country of birth),2016,Labour force status - overview,Employed,1,79
Inadequately described (country of birth),2016,Labour force status - overview,Unemployed,2,15
Inadequately described (country of birth),2016,Labour force status - overview,Not in the labour force,3,40
Inadequately described (country of birth),2016,Labour force status - overview,Not stated,4,4
Inadequately described (country of birth),2016,Labour force status - overview,Not applicable,5,0
Inadequately described (country of birth),2016,Occupation,Managers,1,7
Inadequately described (country of birth),2016,Occupation,Professionals,2,34
Inadequately described (country of birth),2016,Occupation,Technicians and Trades Workers,3,7
Inadequately described (country of birth),2016,Occupation,Community and Personal Service Workers,4,3
Inadequately described (country of birth),2016,Occupation,Clerical and Administrative Workers,5,3
Inadequately described (country of birth),2016,Occupation,Sales Workers,6,4
Inadequately described (country of birth),2016,Occupation,Machinery Operators and Drivers,7,0
Inadequately described (country of birth),2016,Occupation,Labourers,8,4
Inadequately described (country of birth),2016,Occupation,Inadequately described,9,4
Inadequately described (country of birth),2016,Occupation,Not stated,10,0
Inadequately described (country of birth),2016,Occupation,Not applicable,11,59
Inadequately described (country of birth),2016,Personal weekly income - detailed,Negative income,1,3
Inadequately described (country of birth),2016,Personal weekly income - detailed,Nil income,2,20
Inadequately described (country of birth),2016,Personal weekly income - detailed,$1 - $149,3,3
Inadequately described (country of birth),2016,Personal weekly income - detailed,$150 - $299,4,0
Inadequately described (country of birth),2016,Personal weekly income - detailed,$300 - $399,5,7
Inadequately described (country of birth),2016,Personal weekly income - detailed,$400 - $499,6,14
Inadequately described (country of birth),2016,Personal weekly income - detailed,$500 - $649,7,5
Inadequately described (country of birth),2016,Personal weekly income - detailed,$650 - $799,8,3
Inadequately described (country of birth),2016,Personal weekly income - detailed,$800 - $999,9,8
Inadequately described (country of birth),2016,Personal weekly income - detailed,"$1,000 - $1,249",10,6
Inadequately described (country of birth),2016,Personal weekly income - detailed,"$1,250 - $1,499",11,17
Inadequately described (country of birth),2016,Personal weekly income - detailed,"$1,500 - $1,749",12,11
Inadequately described (country of birth),2016,Personal weekly income - detailed,"$1,750 - $1,999",13,6
Inadequately described (country of birth),2016,Personal weekly income - detailed,"$2,000 - $2,999",14,9
Inadequately described (country of birth),2016,Personal weekly income - detailed,"$3,000 or more",15,10
Inadequately described (country of birth),2016,Personal weekly income - detailed,Not stated,16,6
Inadequately described (country of birth),2016,Personal weekly income - detailed,Not applicable,17,0
Inadequately described (country of birth),2016,Personal weekly income - overview,Less than $500 (Low),1,47
Inadequately described (country of birth),2016,Personal weekly income - overview,"$500 - $1,749 (Moderate)",2,50
Inadequately described (country of birth),2016,Personal weekly income - overview,"$1,750 or more (High)",3,25
Inadequately described (country of birth),2016,Personal weekly income - overview,Not stated,4,6
Inadequately described (country of birth),2016,Personal weekly income - overview,Not applicable,5,0
Inadequately described (country of birth),2016,Household composition,One family household with only family members present,1,62
Inadequately described (country of birth),2016,Household composition,One family household with non-family members present,2,3
Inadequately described (country of birth),2016,Household composition,Two family household,3,0
Inadequately described (country of birth),2016,Household composition,Three or more family household,4,0
Inadequately described (country of birth),2016,Household composition,Lone person household,5,28
Inadequately described (country of birth),2016,Household composition,Group household,6,24
Inadequately described (country of birth),2016,Household composition,Visitors only,7,3
Inadequately described (country of birth),2016,Household composition,Other non-classifiable,8,0
Inadequately described (country of birth),2016,Household composition,Not applicable,9,12
Inadequately described (country of birth),2016,Household composition,Family household,1,65
Inadequately described (country of birth),2016,Household composition,Lone person household,2,28
Inadequately described (country of birth),2016,Household composition,Group household,3,24
Inadequately described (country of birth),2016,Household composition,Visitors only,4,3
Inadequately described (country of birth),2016,Household composition,Other non-classifiable,5,0
Inadequately described (country of birth),2016,Household composition,Not applicable,6,12
Inadequately described (country of birth),2016,Housing type,Separate house,1,6
Inadequately described (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with one storey",2,3
Inadequately described (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with two or more storeys",3,4
Inadequately described (country of birth),2016,Housing type,Flat or apartment in a one or two storey block,4,5
Inadequately described (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,10
Inadequately described (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,88
Inadequately described (country of birth),2016,Housing type,Flat or apartment attached to a house,7,0
Inadequately described (country of birth),2016,Housing type,Caravan,8,0
Inadequately described (country of birth),2016,Housing type,"Cabin, houseboat",9,0
Inadequately described (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,0
Inadequately described (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,0
Inadequately described (country of birth),2016,Housing type,Not stated,12,0
Inadequately described (country of birth),2016,Housing type,Not applicable,13,12
Inadequately described (country of birth),2016,Housing tenure,Owned outright,1,9
Inadequately described (country of birth),2016,Housing tenure,Owned with a mortgage,2,19
Inadequately described (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,0
Inadequately described (country of birth),2016,Housing tenure,Rented,4,82
Inadequately described (country of birth),2016,Housing tenure,Being occupied rent-free,5,0
Inadequately described (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,0
Inadequately described (country of birth),2016,Housing tenure,Other tenure type,7,5
Inadequately described (country of birth),2016,Housing tenure,Not stated,8,7
Inadequately described (country of birth),2016,Housing tenure,Not applicable,9,12
Not stated (country of birth),2016,Age,0-4 years,1,532
Not stated (country of birth),2016,Age,5-14 years,2,464
Not stated (country of birth),2016,Age,15-19 years,3,983
Not stated (country of birth),2016,Age,20-24 years,4,2912
Not stated (country of birth),2016,Age,25-29 years,5,2846
Not stated (country of birth),2016,Age,30-34 years,6,2077
Not stated (country of birth),2016,Age,35-39 years,7,1245
Not stated (country of birth),2016,Age,40-44 years,8,807
Not stated (country of birth),2016,Age,45-49 years,9,667
Not stated (country of birth),2016,Age,50-54 years,10,644
Not stated (country of birth),2016,Age,55-59 years,11,581
Not stated (country of birth),2016,Age,60-64 years,12,479
Not stated (country of birth),2016,Age,65+ years,13,1486
Not stated (country of birth),2016,Proficiency in English,Speaks English only,1,589
Not stated (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Very well,2,274
Not stated (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Well,3,172
Not stated (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not well,4,89
Not stated (country of birth),2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,27
Not stated (country of birth),2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,14557
Not stated (country of birth),2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,18
Not stated (country of birth),2016,Educational institution attendance,Preschool,1,14
Not stated (country of birth),2016,Educational institution attendance,Infants/Primary,2,43
Not stated (country of birth),2016,Educational institution attendance,Secondary,3,26
Not stated (country of birth),2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,28
Not stated (country of birth),2016,Educational institution attendance,University or other Tertiary Institution,5,133
Not stated (country of birth),2016,Educational institution attendance,Other,6,19
Not stated (country of birth),2016,Educational institution attendance,Not stated,7,14257
Not stated (country of birth),2016,Educational institution attendance,Not applicable,8,1209
Not stated (country of birth),2016,Level of education,Postgraduate Degree Level,1,116
Not stated (country of birth),2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,24
Not stated (country of birth),2016,Level of education,Bachelor Degree Level,3,227
Not stated (country of birth),2016,Level of education,Advanced Diploma and Diploma Level,4,107
Not stated (country of birth),2016,Level of education,Certificate Level,5,102
Not stated (country of birth),2016,Level of education,Level of education inadequately described,6,14
Not stated (country of birth),2016,Level of education,Level of education not stated,7,13744
Not stated (country of birth),2016,Level of education,Not applicable,8,1395
Not stated (country of birth),2016,Religious affiliation,Buddhism,1,60
Not stated (country of birth),2016,Religious affiliation,Christianity,2,399
Not stated (country of birth),2016,Religious affiliation,Hinduism,3,26
Not stated (country of birth),2016,Religious affiliation,Islam,4,155
Not stated (country of birth),2016,Religious affiliation,Judaism,5,13
Not stated (country of birth),2016,Religious affiliation,Other Religions,6,12
Not stated (country of birth),2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,7,489
Not stated (country of birth),2016,Religious affiliation,Inadequately described,8,18
Not stated (country of birth),2016,Religious affiliation,Not stated,9,14552
Not stated (country of birth),2016,Year of arrival,Before 2000,1,0
Not stated (country of birth),2016,Year of arrival,2000-2005,2,0
Not stated (country of birth),2016,Year of arrival,2006-2010,3,0
Not stated (country of birth),2016,Year of arrival,2011-2015,4,0
Not stated (country of birth),2016,Year of arrival,Arrived 2016,5,0
Not stated (country of birth),2016,Need for assistance with core activities,Has need for assistance with core activities,1,110
Not stated (country of birth),2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,1102
Not stated (country of birth),2016,Need for assistance with core activities,Not stated,3,14520
Not stated (country of birth),2016,Providing paid assistance,No unpaid assistance provided,1,874
Not stated (country of birth),2016,Providing paid assistance,Provided unpaid assistance,2,109
Not stated (country of birth),2016,Providing paid assistance,Not stated,3,13744
Not stated (country of birth),2016,Providing paid assistance,Not applicable,4,996
Not stated (country of birth),2016,Providing child care,Did not provide child care,1,821
Not stated (country of birth),2016,Providing child care,Provided child care,2,199
Not stated (country of birth),2016,Providing child care,Not stated,3,13709
Not stated (country of birth),2016,Providing child care,Not applicable,4,996
Not stated (country of birth),2016,Labour force status - detailed,"Employed, worked full-time",1,373
Not stated (country of birth),2016,Labour force status - detailed,"Employed, worked part-time",2,176
Not stated (country of birth),2016,Labour force status - detailed,"Employed, away from work",3,60
Not stated (country of birth),2016,Labour force status - detailed,"Unemployed, looking for full-time work",4,35
Not stated (country of birth),2016,Labour force status - detailed,"Unemployed, looking for part-time work",5,29
Not stated (country of birth),2016,Labour force status - detailed,Not in the labour force,6,387
Not stated (country of birth),2016,Labour force status - detailed,Not stated,7,13663
Not stated (country of birth),2016,Labour force status - detailed,Not applicable,8,996
Not stated (country of birth),2016,Labour force status - overview,Employed,1,609
Not stated (country of birth),2016,Labour force status - overview,Unemployed,2,64
Not stated (country of birth),2016,Labour force status - overview,Not in the labour force,3,387
Not stated (country of birth),2016,Labour force status - overview,Not stated,4,13663
Not stated (country of birth),2016,Labour force status - overview,Not applicable,5,996
Not stated (country of birth),2016,Occupation,Managers,1,101
Not stated (country of birth),2016,Occupation,Professionals,2,189
Not stated (country of birth),2016,Occupation,Technicians and Trades Workers,3,50
Not stated (country of birth),2016,Occupation,Community and Personal Service Workers,4,75
Not stated (country of birth),2016,Occupation,Clerical and Administrative Workers,5,67
Not stated (country of birth),2016,Occupation,Sales Workers,6,46
Not stated (country of birth),2016,Occupation,Machinery Operators and Drivers,7,12
Not stated (country of birth),2016,Occupation,Labourers,8,30
Not stated (country of birth),2016,Occupation,Inadequately described,9,18
Not stated (country of birth),2016,Occupation,Not stated,10,23
Not stated (country of birth),2016,Occupation,Not applicable,11,15112
Not stated (country of birth),2016,Personal weekly income - detailed,Negative income,1,14
Not stated (country of birth),2016,Personal weekly income - detailed,Nil income,2,118
Not stated (country of birth),2016,Personal weekly income - detailed,$1 - $149,3,38
Not stated (country of birth),2016,Personal weekly income - detailed,$150 - $299,4,92
Not stated (country of birth),2016,Personal weekly income - detailed,$300 - $399,5,96
Not stated (country of birth),2016,Personal weekly income - detailed,$400 - $499,6,73
Not stated (country of birth),2016,Personal weekly income - detailed,$500 - $649,7,57
Not stated (country of birth),2016,Personal weekly income - detailed,$650 - $799,8,69
Not stated (country of birth),2016,Personal weekly income - detailed,$800 - $999,9,93
Not stated (country of birth),2016,Personal weekly income - detailed,"$1,000 - $1,249",10,98
Not stated (country of birth),2016,Personal weekly income - detailed,"$1,250 - $1,499",11,46
Not stated (country of birth),2016,Personal weekly income - detailed,"$1,500 - $1,749",12,49
Not stated (country of birth),2016,Personal weekly income - detailed,"$1,750 - $1,999",13,31
Not stated (country of birth),2016,Personal weekly income - detailed,"$2,000 - $2,999",14,65
Not stated (country of birth),2016,Personal weekly income - detailed,"$3,000 or more",15,53
Not stated (country of birth),2016,Personal weekly income - detailed,Not stated,16,13732
Not stated (country of birth),2016,Personal weekly income - detailed,Not applicable,17,996
Not stated (country of birth),2016,Personal weekly income - overview,Less than $500 (Low),1,431
Not stated (country of birth),2016,Personal weekly income - overview,"$500 - $1,749 (Moderate)",2,412
Not stated (country of birth),2016,Personal weekly income - overview,"$1,750 or more (High)",3,149
Not stated (country of birth),2016,Personal weekly income - overview,Not stated,4,13732
Not stated (country of birth),2016,Personal weekly income - overview,Not applicable,5,996
Not stated (country of birth),2016,Household composition,One family household with only family members present,1,795
